Target,template,EF1,EF5,EF10
MAPK1,3w55,1.2987012987012987,1.103896103896104,1.2337662337662338
MAPK1,4qp3,1.948051948051948,1.5584415584415585,1.461038961038961
MAPK1,4qp4,1.2987012987012987,1.2987012987012987,1.2987012987012987
MAPK1,4qp9,1.948051948051948,1.3636363636363635,1.2662337662337662
MAPK1,4qta,1.948051948051948,1.4285714285714286,1.4285714285714286
MAPK1,4qte,1.948051948051948,1.5584415584415585,1.7207792207792207
MAPK1,4xj0,2.922077922077922,1.7532467532467533,1.655844155844156
MAPK1,4zzn,1.2987012987012987,1.5584415584415585,1.461038961038961
MAPK1,5ax3,0.6493506493506493,1.2987012987012987,1.3636363636363635
MAPK1,5buj,1.2987012987012987,1.4935064935064934,1.3636363636363635
MAPK1,5v62,0.974025974025974,1.5584415584415585,1.7532467532467533
MAPK1,6g9h,2.2727272727272725,1.1688311688311688,1.4935064935064934
MTORC1,1fap,0.0,0.4123711340206186,0.6185567010309279
MTORC1,1nsg,3.0927835051546393,1.4432989690721651,1.0309278350515465
MTORC1,2fap,2.061855670103093,0.8247422680412372,0.7216494845360826
MTORC1,3fap,1.0309278350515465,1.6494845360824744,1.1340206185567012
MTORC1,4drh,3.0927835051546393,1.2371134020618557,0.9278350515463918
MTORC1,4dri,1.0309278350515465,1.4432989690721651,1.1340206185567012
MTORC1,4drj,2.061855670103093,1.2371134020618557,0.9278350515463918
MTORC1,4fap,0.0,1.0309278350515465,0.5154639175257733
MTORC1,4jsx,0.0,0.8247422680412372,0.8247422680412372
MTORC1,4jt5,3.0927835051546393,1.6494845360824744,1.2371134020618557
MTORC1,5gpg,1.0309278350515465,1.2371134020618557,1.1340206185567012
OPRK1,6b73,4.166666666666667,2.5,2.0833333333333335
PKM2,3gqy,1.2820512820512822,1.0256410256410255,1.1355311355311355
PKM2,3gr4,1.2820512820512822,1.0622710622710623,1.0073260073260073
PKM2,3h6o,1.098901098901099,1.2087912087912087,1.0805860805860805
PKM2,3me3,0.7326007326007326,0.9890109890109889,1.1355311355311355
PKM2,3u2z,0.9157509157509157,1.1355311355311355,1.1721611721611722
PKM2,4g1n,2.380952380952381,1.7582417582417582,1.73992673992674
PKM2,4jpg,0.9157509157509157,1.1355311355311355,1.3003663003663004
PKM2,5x1v,0.7326007326007326,1.2454212454212454,1.3003663003663004
PKM2,5x1w,0.7326007326007326,1.1355311355311355,1.3003663003663004
PPARG,1zgy,3.7037037037037033,2.962962962962963,1.8518518518518516
PPARG,2i4j,0.0,1.4814814814814814,1.4814814814814814
PPARG,2p4y,0.0,1.4814814814814814,2.962962962962963
PPARG,2q5s,3.7037037037037033,1.4814814814814814,3.333333333333333
PPARG,2yfe,0.0,2.962962962962963,3.333333333333333
PPARG,3b1m,7.4074074074074066,2.222222222222222,3.333333333333333
PPARG,3hod,0.0,1.4814814814814814,3.333333333333333
PPARG,3r8a,0.0,2.222222222222222,2.222222222222222
PPARG,4ci5,0.0,1.4814814814814814,2.222222222222222
PPARG,4fgy,0.0,2.222222222222222,2.222222222222222
PPARG,4prg,0.0,2.962962962962963,2.5925925925925926
PPARG,5tto,0.0,0.7407407407407407,1.111111111111111
PPARG,5two,0.0,0.7407407407407407,1.4814814814814814
PPARG,5y2t,0.0,2.962962962962963,2.222222222222222
PPARG,5z5s,0.0,3.7037037037037033,2.5925925925925926
TP53,2vuk,2.531645569620253,1.0126582278481011,0.8860759493670886
TP53,3zme,1.2658227848101264,0.2531645569620253,0.8860759493670886
TP53,4ago,0.0,0.2531645569620253,0.6329113924050632
TP53,4agq,0.0,0.7594936708860759,0.7594936708860759
TP53,5g4o,1.2658227848101264,1.2658227848101264,0.8860759493670886
TP53,5o1i,0.0,0.2531645569620253,0.8860759493670886
VDR,3a2i,0.3393665158371041,0.4524886877828054,0.6221719457013575
VDR,3a2j,0.9049773755656109,0.4524886877828054,0.667420814479638
